id,title,author,genre
526,The Trial,Franz Kafka,Fiction
527,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
528,The Da Vinci Code,Dan Brown,Thriller
529,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
530,The Shining,Stephen King,Horror
531,Brave New World,Aldous Huxley,Science Fiction
532,The Picture of Dorian Gray,Oscar Wilde,Fiction
533,Fahrenheit 451,Ray Bradbury,Science Fiction
534,1984,George Orwell,Dystopian Fiction
535,Wuthering Heights,Emily Bronte,Romance
536,The Sun Also Rises,Ernest Hemingway,Fiction
537,The Old Man and the Sea,Ernest Hemingway,Fiction
538,The Metamorphosis,Franz Kafka,Fiction
539,A Tale of Two Cities,Charles Dickens,Historical Fiction
540,Peter Pan,J.M. Barrie,Fantasy
541,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
542,Sense and Sensibility,Jane Austen,Romance
543,The Adventures of Huckleberry Finn,Mark Twain,Adventure
544,Les Misérables,Victor Hugo,Historical Fiction
545,Heart of Darkness,Joseph Conrad,Novella
546,Gulliver's Travels,Jonathan Swift,Satire
547,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
548,The Count of Monte Cristo,Alexandre Dumas,Adventure
549,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
550,The War of the Worlds,H.G. Wells,Science Fiction
551,Of Mice and Men,John Steinbeck,Fiction
552,Winnie-the-Pooh,A.A. Milne,Children's Literature
553,The Jungle Book,Rudyard Kipling,Children's Literature
554,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
555,The Adventures of Tom Sawyer,Mark Twain,Adventure
556,Beloved,Toni Morrison,Fiction
557,Great Expectations,Charles Dickens,Historical Fiction
558,The Picture of Dorian Gray,Oscar Wilde,Fiction
559,The Call of the Wild,Jack London,Adventure
560,The Wind in the Willows,Kenneth Grahame,Children's Literature
561,Wuthering Heights,Emily Bronte,Romance
562,Robinson Crusoe,Daniel Defoe,Adventure
563,The Giver,Lois Lowry,Young Adult
564,Crime and Punishment,Fyodor Dostoevsky,Fiction
565,The Scarlet Letter,Nathaniel Hawthorne,Fiction
566,Jane Eyre,Charlotte Bronte,Romance
567,The War of the Worlds,H.G. Wells,Science Fiction
568,The Three Musketeers,Alexandre Dumas,Adventure
569,The Legend of Sleepy Hollow,Washington Irving,Fiction
570,Siddhartha,Hermann Hesse,Philosophical Fiction
571,The Sound and the Fury,William Faulkner,Fiction
572,Oliver Twist,Charles Dickens,Novel
573,The Iliad,Homer,Epic Poetry
574,Gone with the Wind,Margaret Mitchell,Historical Fiction
575,For Whom the Bell Tolls,Ernest Hemingway,Fiction
576,Peter Pan,J.M. Barrie,Fantasy
577,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
578,The Canterbury Tales,Geoffrey Chaucer,Poetry
579,The Time Machine,H.G. Wells,Science Fiction
580,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
581,The Adventures of Tom Sawyer,Mark Twain,Adventure
582,Dracula,Bram Stoker,Horror
583,The Bell Jar,Sylvia Plath,Fiction
584,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
585,The Odyssey,Homer,Epic Poetry
586,To Kill a Mockingbird,Harper Lee,Fiction
587,The Lord of the Rings,J.R.R. Tolkien,Fantasy
588,The Trial,Franz Kafka,Fiction
589,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
590,The Da Vinci Code,Dan Brown,Thriller
591,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
592,The Shining,Stephen King,Horror
593,Brave New World,Aldous Huxley,Science Fiction
594,The Picture of Dorian Gray,Oscar Wilde,Fiction
595,Fahrenheit 451,Ray Bradbury,Science Fiction
596,1984,George Orwell,Dystopian Fiction
597,Wuthering Heights,Emily Bronte,Romance
598,The Sun Also Rises,Ernest Hemingway,Fiction
599,The Old Man and the Sea,Ernest Hemingway,Fiction
600,The Metamorphosis,Franz Kafka,Fiction
601,A Tale of Two Cities,Charles Dickens,Historical Fiction
602,Peter Pan,J.M. Barrie,Fantasy
603,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
604,Sense and Sensibility,Jane Austen,Romance
605,The Adventures of Huckleberry Finn,Mark Twain,Adventure
606,Les Misérables,Victor Hugo,Historical Fiction
607,Heart of Darkness,Joseph Conrad,Novella
608,Gulliver's Travels,Jonathan Swift,Satire
609,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
610,The Count of Monte Cristo,Alexandre Dumas,Adventure
611,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
612,The War of the Worlds,H.G. Wells,Science Fiction
613,Of Mice and Men,John Steinbeck,Fiction
614,Winnie-the-Pooh,A.A. Milne,Children's Literature
615,The Jungle Book,Rudyard Kipling,Children's Literature
616,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
617,The Adventures of Tom Sawyer,Mark Twain,Adventure
618,Beloved,Toni Morrison,Fiction
619,Great Expectations,Charles Dickens,Historical Fiction
620,The Picture of Dorian Gray,Oscar Wilde,Fiction
621,The Call of the Wild,Jack London,Adventure
622,The Wind in the Willows,Kenneth Grahame,Children's Literature
623,Wuthering Heights,Emily Bronte,Romance
624,Robinson Crusoe,Daniel Defoe,Adventure
625,The Giver,Lois Lowry,Young Adult
626,Crime and Punishment,Fyodor Dostoevsky,Fiction
627,The Scarlet Letter,Nathaniel Hawthorne,Fiction
628,Jane Eyre,Charlotte Bronte,Romance
629,The War of the Worlds,H.G. Wells,Science Fiction
630,The Three Musketeers,Alexandre Dumas,Adventure
631,The Legend of Sleepy Hollow,Washington Irving,Fiction
632,Siddhartha,Hermann Hesse,Philosophical Fiction
633,The Sound and the Fury,William Faulkner,Fiction
634,Oliver Twist,Charles Dickens,Novel
635,The Iliad,Homer,Epic Poetry
636,Gone with the Wind,Margaret Mitchell,Historical Fiction
637,For Whom the Bell Tolls,Ernest Hemingway,Fiction
638,Peter Pan,J.M. Barrie,Fantasy
639,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
640,The Canterbury Tales,Geoffrey Chaucer,Poetry
641,The Time Machine,H.G. Wells,Science Fiction
642,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
643,The Adventures of Tom Sawyer,Mark Twain,Adventure
644,Dracula,Bram Stoker,Horror
645,The Bell Jar,Sylvia Plath,Fiction
646,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
647,The Odyssey,Homer,Epic Poetry
648,To Kill a Mockingbird,Harper Lee,Fiction
649,The Lord of the Rings,J.R.R. Tolkien,Fantasy
650,The Trial,Franz Kafka,Fiction
651,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
652,The Da Vinci Code,Dan Brown,Thriller
653,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
654,The Shining,Stephen King,Horror
655,Brave New World,Aldous Huxley,Science Fiction
656,The Picture of Dorian Gray,Oscar Wilde,Fiction
657,Fahrenheit 451,Ray Bradbury,Science Fiction
658,1984,George Orwell,Dystopian Fiction
659,Wuthering Heights,Emily Bronte,Romance
660,The Sun Also Rises,Ernest Hemingway,Fiction
661,The Old Man and the Sea,Ernest Hemingway,Fiction
662,The Metamorphosis,Franz Kafka,Fiction
663,A Tale of Two Cities,Charles Dickens,Historical Fiction
664,Peter Pan,J.M. Barrie,Fantasy
665,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
666,Sense and Sensibility,Jane Austen,Romance
667,The Adventures of Huckleberry Finn,Mark Twain,Adventure
668,Les Misérables,Victor Hugo,Historical Fiction
669,Heart of Darkness,Joseph Conrad,Novella
670,Gulliver's Travels,Jonathan Swift,Satire
671,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
672,The Count of Monte Cristo,Alexandre Dumas,Adventure
673,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
674,The War of the Worlds,H.G. Wells,Science Fiction
675,Of Mice and Men,John Steinbeck,Fiction
676,Winnie-the-Pooh,A.A. Milne,Children's Literature
677,The Jungle Book,Rudyard Kipling,Children's Literature
678,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
679,The Adventures of Tom Sawyer,Mark Twain,Adventure
680,Beloved,Toni Morrison,Fiction
681,Great Expectations,Charles Dickens,Historical Fiction
682,The Picture of Dorian Gray,Oscar Wilde,Fiction
683,The Call of the Wild,Jack London,Adventure
684,The Wind in the Willows,Kenneth Grahame,Children's Literature
685,Wuthering Heights,Emily Bronte,Romance
686,Robinson Crusoe,Daniel Defoe,Adventure
687,The Giver,Lois Lowry,Young Adult
688,Crime and Punishment,Fyodor Dostoevsky,Fiction
689,The Scarlet Letter,Nathaniel Hawthorne,Fiction
690,Jane Eyre,Charlotte Bronte,Romance
691,The War of the Worlds,H.G. Wells,Science Fiction
692,The Three Musketeers,Alexandre Dumas,Adventure
693,The Legend of Sleepy Hollow,Washington Irving,Fiction
694,Siddhartha,Hermann Hesse,Philosophical Fiction
695,The Sound and the Fury,William Faulkner,Fiction
696,Oliver Twist,Charles Dickens,Novel
697,The Iliad,Homer,Epic Poetry
698,Gone with the Wind,Margaret Mitchell,Historical Fiction
699,For Whom the Bell Tolls,Ernest Hemingway,Fiction
700,Peter Pan,J.M. Barrie,Fantasy
701,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
702,The Canterbury Tales,Geoffrey Chaucer,Poetry
703,The Time Machine,H.G. Wells,Science Fiction
704,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
705,The Adventures of Tom Sawyer,Mark Twain,Adventure
706,Dracula,Bram Stoker,Horror
707,The Bell Jar,Sylvia Plath,Fiction
708,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
709,The Odyssey,Homer,Epic Poetry
710,To Kill a Mockingbird,Harper Lee,Fiction
711,The Lord of the Rings,J.R.R. Tolkien,Fantasy
712,The Trial,Franz Kafka,Fiction
713,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
714,The Da Vinci Code,Dan Brown,Thriller
715,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
716,The Shining,Stephen King,Horror
717,Brave New World,Aldous Huxley,Science Fiction
718,The Picture of Dorian Gray,Oscar Wilde,Fiction
719,Fahrenheit 451,Ray Bradbury,Science Fiction
720,1984,George Orwell,Dystopian Fiction
721,Wuthering Heights,Emily Bronte,Romance
722,The Sun Also Rises,Ernest Hemingway,Fiction
723,The Old Man and the Sea,Ernest Hemingway,Fiction
724,The Metamorphosis,Franz Kafka,Fiction
725,A Tale of Two Cities,Charles Dickens,Historical Fiction
726,Peter Pan,J.M. Barrie,Fantasy
727,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
728,Sense and Sensibility,Jane Austen,Romance
729,The Adventures of Huckleberry Finn,Mark Twain,Adventure
730,Les Misérables,Victor Hugo,Historical Fiction
731,Heart of Darkness,Joseph Conrad,Novella
732,Gulliver's Travels,Jonathan Swift,Satire
733,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
734,The Count of Monte Cristo,Alexandre Dumas,Adventure
735,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
736,The War of the Worlds,H.G. Wells,Science Fiction
737,Of Mice and Men,John Steinbeck,Fiction
738,Winnie-the-Pooh,A.A. Milne,Children's Literature
739,The Jungle Book,Rudyard Kipling,Children's Literature
740,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
741,The Adventures of Tom Sawyer,Mark Twain,Adventure
742,Beloved,Toni Morrison,Fiction
743,Great Expectations,Charles Dickens,Historical Fiction
744,The Picture of Dorian Gray,Oscar Wilde,Fiction
745,The Call of the Wild,Jack London,Adventure
746,The Wind in the Willows,Kenneth Grahame,Children's Literature
747,Wuthering Heights,Emily Bronte,Romance
748,Robinson Crusoe,Daniel Defoe,Adventure
749,The Giver,Lois Lowry,Young Adult
750,Crime and Punishment,Fyodor Dostoevsky,Fiction
751,The Scarlet Letter,Nathaniel Hawthorne,Fiction
752,Jane Eyre,Charlotte Bronte,Romance
753,The War of the Worlds,H.G. Wells,Science Fiction
754,The Three Musketeers,Alexandre Dumas,Adventure
755,The Legend of Sleepy Hollow,Washington Irving,Fiction
756,Siddhartha,Hermann Hesse,Philosophical Fiction
757,The Sound and the Fury,William Faulkner,Fiction
758,Oliver Twist,Charles Dickens,Novel
759,The Iliad,Homer,Epic Poetry
760,Gone with the Wind,Margaret Mitchell,Historical Fiction
761,For Whom the Bell Tolls,Ernest Hemingway,Fiction
762,Peter Pan,J.M. Barrie,Fantasy
763,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
764,The Canterbury Tales,Geoffrey Chaucer,Poetry
765,The Time Machine,H.G. Wells,Science Fiction
766,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
767,The Adventures of Tom Sawyer,Mark Twain,Adventure
768,Dracula,Bram Stoker,Horror
769,The Bell Jar,Sylvia Plath,Fiction
770,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
771,The Odyssey,Homer,Epic Poetry
772,To Kill a Mockingbird,Harper Lee,Fiction
773,The Lord of the Rings,J.R.R. Tolkien,Fantasy
774,The Trial,Franz Kafka,Fiction
775,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
776,The Da Vinci Code,Dan Brown,Thriller
777,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
778,The Shining,Stephen King,Horror
779,Brave New World,Aldous Huxley,Science Fiction
780,The Picture of Dorian Gray,Oscar Wilde,Fiction
781,Fahrenheit 451,Ray Bradbury,Science Fiction
782,1984,George Orwell,Dystopian Fiction
783,Wuthering Heights,Emily Bronte,Romance
784,The Sun Also Rises,Ernest Hemingway,Fiction
785,The Old Man and the Sea,Ernest Hemingway,Fiction
786,The Metamorphosis,Franz Kafka,Fiction
787,A Tale of Two Cities,Charles Dickens,Historical Fiction
788,Peter Pan,J.M. Barrie,Fantasy
789,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
790,Sense and Sensibility,Jane Austen,Romance
791,The Adventures of Huckleberry Finn,Mark Twain,Adventure
792,Les Misérables,Victor Hugo,Historical Fiction
793,Heart of Darkness,Joseph Conrad,Novella
794,Gulliver's Travels,Jonathan Swift,Satire
795,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
796,The Count of Monte Cristo,Alexandre Dumas,Adventure
797,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
798,The War of the Worlds,H.G. Wells,Science Fiction
799,Of Mice and Men,John Steinbeck,Fiction
800,Winnie-the-Pooh,A.A. Milne,Children's Literature
801,The Jungle Book,Rudyard Kipling,Children's Literature
802,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
803,The Adventures of Tom Sawyer,Mark Twain,Adventure
804,Beloved,Toni Morrison,Fiction
805,Great Expectations,Charles Dickens,Historical Fiction
806,The Picture of Dorian Gray,Oscar Wilde,Fiction
807,The Call of the Wild,Jack London,Adventure
808,The Wind in the Willows,Kenneth Grahame,Children's Literature
809,Wuthering Heights,Emily Bronte,Romance
810,Robinson Crusoe,Daniel Defoe,Adventure
811,The Giver,Lois Lowry,Young Adult
812,Crime and Punishment,Fyodor Dostoevsky,Fiction
813,The Scarlet Letter,Nathaniel Hawthorne,Fiction
814,Jane Eyre,Charlotte Bronte,Romance
815,The War of the Worlds,H.G. Wells,Science Fiction
816,The Three Musketeers,Alexandre Dumas,Adventure
817,The Legend of Sleepy Hollow,Washington Irving,Fiction
818,Siddhartha,Hermann Hesse,Philosophical Fiction
819,The Sound and the Fury,William Faulkner,Fiction
820,Oliver Twist,Charles Dickens,Novel
821,The Iliad,Homer,Epic Poetry
822,Gone with the Wind,Margaret Mitchell,Historical Fiction
823,For Whom the Bell Tolls,Ernest Hemingway,Fiction
824,Peter Pan,J.M. Barrie,Fantasy
825,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
826,The Canterbury Tales,Geoffrey Chaucer,Poetry
827,The Time Machine,H.G. Wells,Science Fiction
828,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
829,The Adventures of Tom Sawyer,Mark Twain,Adventure
830,Dracula,Bram Stoker,Horror
831,The Bell Jar,Sylvia Plath,Fiction
832,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
833,The Odyssey,Homer,Epic Poetry
834,To Kill a Mockingbird,Harper Lee,Fiction
835,The Lord of the Rings,J.R.R. Tolkien,Fantasy
836,The Trial,Franz Kafka,Fiction
837,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
838,The Da Vinci Code,Dan Brown,Thriller
839,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
840,The Shining,Stephen King,Horror
841,Brave New World,Aldous Huxley,Science Fiction
842,The Picture of Dorian Gray,Oscar Wilde,Fiction
843,Fahrenheit 451,Ray Bradbury,Science Fiction
844,1984,George Orwell,Dystopian Fiction
845,Wuthering Heights,Emily Bronte,Romance
846,The Sun Also Rises,Ernest Hemingway,Fiction
847,The Old Man and the Sea,Ernest Hemingway,Fiction
848,The Metamorphosis,Franz Kafka,Fiction
849,A Tale of Two Cities,Charles Dickens,Historical Fiction
850,Peter Pan,J.M. Barrie,Fantasy
851,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
852,Sense and Sensibility,Jane Austen,Romance
853,The Adventures of Huckleberry Finn,Mark Twain,Adventure
854,Les Misérables,Victor Hugo,Historical Fiction
855,Heart of Darkness,Joseph Conrad,Novella
856,Gulliver's Travels,Jonathan Swift,Satire
857,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
858,The Count of Monte Cristo,Alexandre Dumas,Adventure
859,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
860,The War of the Worlds,H.G. Wells,Science Fiction
861,Of Mice and Men,John Steinbeck,Fiction
862,Winnie-the-Pooh,A.A. Milne,Children's Literature
863,The Jungle Book,Rudyard Kipling,Children's Literature
864,The Little Prince,Antoine de Saint-Exupéry,Children's Literature
865,The Adventures of Tom Sawyer,Mark Twain,Adventure
866,Beloved,Toni Morrison,Fiction
867,Great Expectations,Charles Dickens,Historical Fiction
868,The Picture of Dorian Gray,Oscar Wilde,Fiction
869,The Call of the Wild,Jack London,Adventure
870,The Wind in the Willows,Kenneth Grahame,Children's Literature
871,Wuthering Heights,Emily Bronte,Romance
872,Robinson Crusoe,Daniel Defoe,Adventure
873,The Giver,Lois Lowry,Young Adult
874,Crime and Punishment,Fyodor Dostoevsky,Fiction
875,The Scarlet Letter,Nathaniel Hawthorne,Fiction
876,Jane Eyre,Charlotte Bronte,Romance
877,The War of the Worlds,H.G. Wells,Science Fiction
878,The Three Musketeers,Alexandre Dumas,Adventure
879,The Legend of Sleepy Hollow,Washington Irving,Fiction
880,Siddhartha,Hermann Hesse,Philosophical Fiction
881,The Sound and the Fury,William Faulkner,Fiction
882,Oliver Twist,Charles Dickens,Novel
883,The Iliad,Homer,Epic Poetry
884,Gone with the Wind,Margaret Mitchell,Historical Fiction
885,For Whom the Bell Tolls,Ernest Hemingway,Fiction
886,Peter Pan,J.M. Barrie,Fantasy
887,The Hound of the Baskervilles,Arthur Conan Doyle,Mystery
888,The Canterbury Tales,Geoffrey Chaucer,Poetry
889,The Time Machine,H.G. Wells,Science Fiction
890,The Adventures of Sherlock Holmes,Arthur Conan Doyle,Mystery
891,The Adventures of Tom Sawyer,Mark Twain,Adventure
892,Dracula,Bram Stoker,Horror
893,The Bell Jar,Sylvia Plath,Fiction
894,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror
895,The Odyssey,Homer,Epic Poetry
896,To Kill a Mockingbird,Harper Lee,Fiction
897,The Lord of the Rings,J.R.R. Tolkien,Fantasy
898,The Trial,Franz Kafka,Fiction
899,Alice's Adventures in Wonderland,Lewis Carroll,Fantasy
900,The Da Vinci Code,Dan Brown,Thriller
901,One Hundred Years of Solitude,Gabriel García Márquez,Magic Realism
902,The Shining,Stephen King,Horror
903,Brave New World,Aldous Huxley,Science Fiction
904,The Picture of Dorian Gray,Oscar Wilde,Fiction
905,Fahrenheit 451,Ray Bradbury,Science Fiction
906,1984,George Orwell,Dystopian Fiction
907,Wuthering Heights,Emily Bronte,Romance
908,The Sun Also Rises,Ernest Hemingway,Fiction
909,The Old Man and the Sea,Ernest Hemingway,Fiction
910,The Metamorphosis,Franz Kafka,Fiction
911,A Tale of Two Cities,Charles Dickens,Historical Fiction
912,Peter Pan,J.M. Barrie,Fantasy
913,The Brothers Karamazov,Fyodor Dostoevsky,Fiction
